title,tags
Trollhunters: Rise of the Titans,"animation fantasy family action adventure science fiction tv movie the guardians of arcadia reunite to battle the nefarious arcane order, who've reawakened the primordial titans. johanematte,andrewl.schmidt,francisoruizvelasco emilehirsch leximedrano charliesaxton"
Snake Eyes,"action adventure after saving the life of their heir apparent, tenacious loner snake eyes is welcomed into an ancient japanese clan called the arashikage where he is taught the ways of the ninja warrior. but, when secrets from his past are revealed, snake eyes' honor and allegiance will be tested – even if that means losing the trust of those closest to him. robertschwentke henrygolding andrewkoji úrsulacorberó"
Old,thriller mystery a group of families on a tropical holiday discover that the secluded beach where they are staying is somehow causing them to age rapidly – reducing their entire lives into a single day. m.nightshyamalan gaelgarcíabernal vickykrieps rufussewell
Joe Bell,"drama adventure the true story of a small town, working class father who embarks on a solo walk across the u.s. to crusade against bullying after his son is tormented in high school for being gay. reinaldomarcusgreen markwahlberg reidmiller conniebritton"
Jolt,action comedy a bouncer with an anger management problem goes on a furious and resentful rampage after the murder of a friend. tanyawexler tanyawexler(director);scottwascha(screenwriter);katebeckinsale bobbycannavale lavernecox
Midnight in the Switchgrass,"crime mystery thriller action fbi agent karl helter and his partner rebecca lombardo are very close to busting a sex-trafficking ring. when they realize their investigation has crossed the path of a brutal serial killer, they team up with a texas ranger to put an end to the infamous 'truck stop killer'. randallemmett meganfox brucewillis emilehirsch"
Broken Diamonds,"drama in the wake of his father's death, a twenty-something writer sees his dream of moving to paris put in jeopardy when he's forced to temporarily take in his wildly unpredictable, mentally ill sister. petersattler benplatt lolakirke yvettenicolebrown"
Val,"documentary for over 40 years val kilmer, one of hollywood’s most mercurial and/or misunderstood actors has been documenting his own life and craft through film and video. he has amassed thousands of hours of footage, from 16mm home movies made with his brothers, to time spent in iconic roles for blockbuster movies like top gun, the doors, tombstone, and batman forever. this raw, wildly original and unflinching documentary reveals a life lived to extremes and a heart-filled, sometimes hilarious look at what it means to be an artist and a complex man. leoscott,tingpoo leoscott tingpoo(directors);valkilmer nan"
Ailey,"documentary alvin ailey was a visionary artist who found salvation through dance. told in his own words and through the creation of a dance inspired by his life, this immersive portrait follows a man who, when confronted by a world that refused to embrace him, determined to build one that would. jamilawignot jamilawignot(director) nan nan"
Jungle Cruise,"action adventure comedy fantasy dr. lily houghton enlists the aid of wisecracking skipper frank wolff to take her down the amazon in his dilapidated boat. together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine. jaumecollet-serra dwaynejohnson emilyblunt édgarramírez"
Vivo,animation family comedy a music-loving kinkajou named vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend. kirkdemicco lin-manuelmiranda ynairalysimo zoesaldana
Stillwater,"drama crime thriller bill baker, an american oil-rig roughneck from oklahoma, travels to marseille to visit his estranged daughter, allison, who is in prison for a murder she claims she did not commit. confronted with language barriers, cultural differences, and a complicated legal system, bill builds a new life for himself in france as he makes it his personal mission to exonerate his daughter. tommccarthy mattdamon camillecottin abigailbreslin"
The Green Knight,"adventure drama fantasy an epic fantasy adventure based on the timeless arthurian legend, the green knight tells the story of sir gawain, king arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous green knight, a gigantic emerald-skinned stranger and tester of men. davidlowery devpatel aliciavikander joeledgerton"
Nine Days,drama fantasy a reclusive man conducts a series of interviews with human souls for a chance to be born. edsonoda winstonduke zaziebeetz benedictwong
Ride the Eagle,"comedy drama when leif’s estranged mother, honey dies she leaves him a ‘conditional inheritance’. he has to complete her elaborate to-do list before he gets her cabin in yosemite. leif steps into honey’s wild world as the mother he never really knew tries to make amends from beyond the grave. trento'donnell jakejohnson d'arcycarden j.k.simmons"
